Cooldown,Executed_Turn,Action_ID,Name,Belonging_Sector_ID,Belonging_Sector,Priority,Importance,Repetivity,Cost,Initial Cost,NH3,NOx,N2O,Image,Image_F,Economy,Economy_F,GDP_F,Production,Production_F,Health,Health_F,Environment,Environment_F,N2000_F,Emissions,Emissions_F,Effect_IDs,Effects,Image_Ref,Description
3,0,171,Subsidize Biogas,3,Government (Sector),2022,False,ExecOnce,1000,0,,-,,+,0.05000019,-,4.547474E-13,0,,0,+,0.0002632141,-,4.547474E-13,0,,0,[828nana1486nana],,tax,Subsidize installation of 1000 MW electricity generation using bio-gassification.
3,0,172,Subsidize Solar Energy (Pv),3,Government (Sector),2022,False,ExecOnce,1000,0,,-,,+,0.05000019,-,-0.07622147,-33.46875,,0,+,0.06125259,+,0.0938673,0.380228,,0,[1286nana830nana1285nana1458nana1457nana],,tax,Subsidize installation of 1000 MW electricity generation using PV.
3,0,173,Subsidize Wind Energy,3,Government (Sector),2025,False,ExecOnce,1000,0,,-,,,0,-,-0.08163261,-35.84375,,0,+,0.06563187,+,0.1873932,0.760458,,0,[832nana1455nana1456nana],,tax,Subsidise installation of 1000 MW electricity generation using Windmills.
3,0,174,Subsidize Micro WKK,3,Government (Sector),2022,False,ExecOnce,1000,0,,-,,,0,-,4.547474E-13,0,,0,+,4.482269E-05,-,4.547474E-13,0,,0,[1574nana],,tax,Subsidize consumers that buy a WKK unit providing both heat and electricity.
3,0,176,Switch From Coal To Ng,3,Government (Sector),2025,False,Rotating,1000,0,,--,,,0,+,0.1869431,84.08594,,0,+,0.0401392,+,0.09452438,0.380228,,0,[1289nana1287nana1290nana1291nana1292nana1293nana1294nana1288nana],,coal,Implement a policy to use more natural gas for electricity generation and reduce the use of coal.
3,0,177,Tax Fertilizer Use,3,Government (Sector),2022,False,ExecOnce,500,0,-,-,,--,-0.1000004,+,0.01060486,4.722656,,0,+,0.0003948212,++++,1.42157,0,,0,[1459nana1444nana1500nana1295nana1297nana],,fertilizer,Force the agricultural sector to use less chemical fertilisers. (Caution: this measure might cause problems for the fertiliser industry).
3,0,186,Low NOx Refineries,0,Industry (Sector),2025,False,ExecOnce,1300,0,,--,,,0,,0.008043289,3.582031,,0,,-0.047019,,-0.09349918,-0.380228,--,0,[908nana1299nana1300nana1301nana910nana],,low-nox-burner,Implement low NOx techniques in refineries. Annual fuel saving of 5%. Emissions reduced by 20%.
3,0,188,Local Manure Gassification,1,Agriculture (Sector),2022,False,Rotating,4000,0,---,,--,,0,,4.547474E-13,0,,0,,-3.242493E-05,,4.547474E-13,0,---,0,[1564nana1565nana1563nana1566nana1567nana],,manure,Create your own biogas using the available manure. This reduces NH3 and N2O emissions and provides you with electricity.
3,0,189,Install Windmills,0,Industry (Sector),2025,False,ExecOnce,2000,0,,--,,++,0.1000004,,-0.06888008,-30.53906,-,-397.6875,,0.07055664,,0.1874189,0.760458,--,0,[1465nana1462nana1463nana1464nana],,wind,Near shore windmill parks are now an option to generate the needed energy.
3,0,190,Install Solar Cells,0,Industry (Sector),2022,False,Rotating,4000,0,,--,,++,0.1000004,,-0.1247501,-54.85156,-,-714.3125,,0.09679317,,0.2810059,1.140684,--,0,[1469nana1466nana1467nana1468nana],,pv,Invest in solar cell projects along Dutch highways. Increase electricity generation using this renewable resource.
3,0,191,Develop New Solar Cells,0,Industry (Sector),2022,False,ExecOnce,500,0,,--,,++,0.1000004,,4.547474E-13,0,,0,,6.580353E-05,,4.547474E-13,0,--,0,[1471nana1470nana],,pv,Invest in solar cell development. A one time investment of 500 MEuro to boost research increases solar cell efficiency in the long run.
3,0,192,Develop New Windmills,0,Industry (Sector),2025,False,ExecOnce,500,0,,--,,++,0.1000004,,4.547474E-13,0,,0,,0,,4.547474E-13,0,--,0,[1472nana1473nana],,wind,Invest in windmill development. A one-time investment of 500 MEuro to boost research increases windmill efficiency in the long run.
3,0,193,Internal Aviation,0,Industry (Sector),2025,False,ExecOnce,550,0,,++,,,0,,0.1639957,69.37891,+,903.5,,0.002278328,,4.547474E-13,0,++,0,[1559nana],,plane,Avoid the traffic jams and fly from Amsterdam to Eindhoven, Enschede or Maastricht. Of course this causes some extra emissions, but your economy is growing.
3,0,194,Ban Internal Aviation,3,Government (Sector),2028,False,ExecOnce,450,0,,-,,--,-0.1000004,--,-0.2590981,-109.625,,0,-,-0.003617287,-,4.547474E-13,0,,0,[1560nana1453nana1452nana],,plane,A country with a size of 300*500 km does not need internal flights. Air transport is too environmentally unfriendly. Stop this now.
3,0,195,Fly Within Holland,2,Consumers (Sector),2025,False,ExecOnce,900,0,,+,,,0,-,4.547474E-13,0,,0,+,2.861023E-06,-,4.547474E-13,0,,7.760394,[1409nana],,plane,Fly to Maastricht! Why spend your precious time in the traffic jam.
3,2,196,Vinex Heat Supply,2,Consumers (Sector),2022,False,Rotating,100,0,,-,,,0,-,4.547474E-13,0,,0,+,0,-,4.547474E-13,0,,7.760394,[1412nana],,nuclear,Domestic areas can be heated by central systems supplied by the cooling loop of power plants.
3,0,197,Reduce PM Emissions,3,Government (Sector),2022,False,ExecOnce,300,0,,--,,+,0.05000019,-,4.547474E-13,0,,0,+,0,-,4.547474E-13,0,,0,[1447nana],,emission,Particulate matter is recognised to have severe impacts on human health. Implement new regulations that aim to reduce direct PM emissions and precursor emissions.
3,0,200,Look For Investors,0,Industry (Sector),2025,False,Rotating,-5000,0,,,,----,-0.3000002,,0.3143845,125.1094,+,1629.25,,-0.1585751,,-2.978033,-0.7604561,,0,[1544nana1548nana1551nana1549nana1550nana1545nana1546nana1547nana],,tax,Investors will boost the traditional industrial activities. This will boost your budget by 5000 but also increase your emissions.
3,0,201,Look For Investors,1,Agriculture (Sector),2025,False,Rotating,-5000,0,++,,++,----,-0.3000002,,0.2372856,91.91016,++++,1196.91,,-1.106263,,-0.4674978,-1.90114,++,0,[1552nana1553nana1554nana],,tax,Investors will boost the traditional agricultural activities. This will boost your budget by 5000 but also increase your emissions.
3,0,202,Take A Loan,3,Government (Sector),2028,False,Rotating,-5000,0,,+++,,----,-0.3000002,-,4.547474E-13,0,,0,-,-0.0007343292,-,4.547474E-13,0,,0,[1555nana1556nana1557nana1558nana],,tax,Ask China for a loan. This will boost your budget by 5000 next turn!
3,0,203,Green Stables (South East),1,Agriculture (Sector),2025,False,ExecOnce,4000,0,--,,-,+,0.06999969,,0.01776695,0,,0,,0.5104275,,0.2804947,1.140684,--,0,[1497nana1498nana1499nana1488nana1491nana1492nana1493nana1494nana1495nana4027nana4028nana4029nana4030nana4031nana],,stables,Better floor design, cleaning and drainage can reduce stable emissions. Employ this strategy in the south east part of the country only.
3,0,210,Reorganize Industry,0,Industry (Sector),2022,False,Permanent,0,0,,,,----,-0.5,,-0.7601662,0,,0,,-0.02642918,,4.547474E-13,0,,0,[1194nana1195nana1196nana1198nana1199nana1513nana1514nana],,join,Your stock price is very low. A proper reorganisation can help. Get rid of unproductive staff and reduce costs.
3,0,211,Change Lifestyle,2,Consumers (Sector),2022,False,Permanent,0,0,,,,,0,----,-1.505327,-614.3125,,0,-,-0.05178833,-,4.547474E-13,0,,7.760394,[1413nana818nana],,lifestyle,If you need extra money right now you may choose a more sober lifestyle. You can cut some costs! Eat more beans and pasta. Eat out less. This might affect happiness.
3,0,212,Luxurious Life,2,Consumers (Sector),2022,False,Permanent,3000,0,++,++,,,0,++,0.3569641,158.9727,,0,-,-0.1720524,--,-0.4427757,-0.7604561,,7.573397,[1414nana1479nana1481nana],,luxury,So your income is higher now? Flaunt it! It is time to live more luxuriously. Spend more money and enjoy life. Be happy!
3,0,213,New Gas Fields In Wadden Sea,0,Industry (Sector),2022,False,ExecOnce,1200,0,,,,---,-0.25,,0.5740147,252.5664,+,3289.125,,0.01579475,,4.547474E-13,0,,0,[1244nana1243nana],,gas-field,A new gas field was found in the Wadden Sea area! Exploration of this field will bring a lot of work and money. Environmentalists do not agree with this action, they fear potential damage to this Wetland area.
3,0,215,Decrease Livestock Intensity,1,Agriculture (Sector),2022,False,Rotating,3000,0,----,,--,++++,0.4500017,,-0.671896,-273.0469,----,-3555.751,,2.620128,,1.308985,5.323195,----,0,[1313nana1316nana1322nana1315nana1318nana1325nana1136nana1137nana1138nana],,livestock-intensity,Decrease intensive animal breeding.
3,0,216,Buy Big Cars,2,Consumers (Sector),2025,False,Rotating,200,0,,++,,,0,-,4.547474E-13,0,,0,-,-0.1458921,-,-0.1869984,-0.7604561,,7.573397,[1415nana1418nana1416nana],,big-car,Buy a nice and big new car. It's safer for you and for your passengers ! Emissions will increase of course…
3,0,217,International Cooperation,3,Government (Sector),2022,False,Permanent,1000,0,,,,++,0.1000004,-,4.547474E-13,0,,0,-,-9.632111E-05,-,4.547474E-13,0,,0,[1433nana1501nana],,join,Emission reduction in the Netherlands alone is not enough. You need international cooperation in order to reduce N deposition levels.
3,0,219,Hire More Employees,0,Industry (Sector),2022,False,Permanent,3000,0,,,,++++,0.5,,0.09043312,0,,0,,0.003182411,,4.547474E-13,0,,0,[1507nana1508nana1506nana1512nana],,join,You can increase your image and society's happiness if you create more jobs.
3,0,221,Support Citizens,3,Government (Sector),2022,False,Permanent,10000,0,,,,++++,0.3000002,-,4.547474E-13,0,,0,+,0,-,4.547474E-13,0,,0,[1510nana1511nana],,join,When things go wrong in industry a lot of people lose their job. Support the unemployed and provide society with budget.
3,0,222,Promotional Campaign,0,Industry (Sector),2022,False,ExecOnce,200,0,,,,++,0.1999998,,0.6579781,286.2109,+,3727.25,,-0.01882362,,-0.2543144,-0.380228,,0,[1541nana1542nana1543nana],,campaign,Promotional activities, advertisements and commercials on television can be used to boost your image.
3,0,223,Manure Production Quota,3,Government (Sector),2028,False,ExecOnce,4000,0,--,,-,++,0.1000004,--,-0.2701359,-106.0703,,0,++++,1.191138,+++,0.6544933,2.661596,,0,[1536nana1537nana1538nana1528nana1529nana],,manure,Implement a structure in which "manure quota" can be traded.
3,0,224,Manure As Fuel,0,Industry (Sector),2028,False,ExecOnce,3000,0,--,,-,,0,,4.547474E-13,0,,0,,0.0007886887,,4.547474E-13,0,,0,[1526nana1525nana],,manure,Chicken manure can be used as fuel in a coal plants equipped with Selective Catalytic Reduction. This will avoid emissions in agriculture and reduce coal consumption.
3,0,226,Reorganize Your Ministeries,3,Government (Sector),2025,False,ExecOnce,400,0,,,,--,-0.1000004,----,-2.818855,-1027.551,,0,-,-0.0845871,-,4.547474E-13,0,,0,[1523nana1521nana],,join,Time for a change. To many bureaucrats are just busy making too many regulations. Let's reduce your administration costs by 5%.
3,0,227,Lobby For Looser Regulations,0,Industry (Sector),2028,False,ExecOnce,200,0,,,,--,-0.1000004,,4.547474E-13,0,,0,,9.536743E-06,,4.547474E-13,0,,0,[1519nana1520nana1522nana],,lobby,Emission regulations tax regulations, etc., etc. There are just too many of those. Freedom to make your own decisions is important for your business.
3,0,228,Higher Tire Pressure,2,Consumers (Sector),2025,False,ExecOnce,500,0,,---,-,,0,-,-0.01263046,-5.625,,0,+,0.1065979,++,0.4638634,1.140684,,8.04089,[1517nana1516nana1518nana],,clean-car,Higher pressure in your car's tires will save fuel.
3,0,229,Energy Saving,2,Consumers (Sector),2028,False,Rotating,500,0,,--,,,0,-,4.547474E-13,0,,0,+,6.961823E-05,-,4.547474E-13,0,,7.760394,[1573nana],,save-energy,Ask an energy expert to evaluate your domestic energy use. Install extra insulation and use efficient electrical equipment.
3,0,230,No-Flush Toilets,2,Consumers (Sector),2028,False,Rotating,2000,0,,,--,,0,-,-0.02517128,-10.91016,,0,-,-0.0003166199,+,0.02557182,0,,7.760394,[1569nana1568nana],,toilet,Using new techniques a no-smell dry flush toilet was developed. The manure production can be dumped in the garbage bin weekly. This reduces the amount of waste water.
3,0,231,Introduce Ship Speed Limit,3,Government (Sector),2022,False,ExecOnce,50,0,+,---,,++,0.1000004,----,-1.719482,-707.5117,,0,+,0.02149296,+,0.1470203,0.760458,,0,[3541nana3540nana3542nana3550nana3551nana],,ship,Better engines in ships do not reduce emissions. Ship speed increases are associated with higher diesel use and emissions.
3,0,232,Sustainably Parked Ships,0,Industry (Sector),2022,False,Rotating,900,0,,-,,++,0.1000004,,-3.892909,-1591.066,----,-20720,,-0.06183815,,0.1869974,0.760458,-,0,[3546nana3547nana3548nana3549nana3545nana],,ship,Ships in the harbor needlessly run their engines for power production. Make the use of electricity from the mainland and avoid these emissions.
3,0,233,Carbon And NOx Storage,3,Government (Sector),2025,False,ExecOnce,2000,0,,--,,++,0.1999998,-,-0.0232563,-10.61328,,0,+,0.09964466,+,0.2804947,1.140684,,0,[3553nana3554nana3555nana3557nana3579nana3580nana3581nana3556nana3559nana3558nana],,soil,In order to reach the Paris Agreement targets, CO2 from power plants (25Mton) can be stored underground. Investment in new separation technology is needed to store NOx (12 kton) as well.
3,0,234,Enable Sustainable Ship Parking,3,Government (Sector),2022,False,ExecOnce,400,0,,,,++,0.1000004,-,4.547474E-13,0,,0,+,6.484985E-05,-,4.547474E-13,0,,0,[3543nana3544nana],,ship,Ships in the harbor needlessly run their engines for power production. Make the use of electricity from the mainland and avoid these emissions. Follow-up implementation from industry is required.
3,0,235,Invest In Coal,0,Industry (Sector),2022,False,Permanent,1500,0,,++,,,0,,0.0005950928,0,,0,,0.09230804,,0.1869974,0.760458,++,0,[3560nana3561nana3562nana3563nana3564nana3566nana3565nana],,coal,Build more coal mines for cheap energy.
3,0,236,Carbon Storage And SCR,0,Industry (Sector),2022,False,ExecOnce,1000,0,,--,,++,0.1999998,,0.0004577637,0,,0,,0.06693363,,0.1869974,0.760458,--,0,[3576nana3575nana3574nana3572nana3578nana3573nana3570nana3571nana],,scr,CO2 adsorption in power plants using amines is possible but NOx has to be removed first. This can be done using selective catalytic reduction.
3,0,237,Produce H2 With C Sequestration,0,Industry (Sector),2028,False,ExecOnce,2000,0,,---,,++,0.1999998,,0.0004959106,0,,0,,0.1340408,,0.2804947,1.140684,---,0,[3588nana3585nana3587nana3586nana3584nana3589nana3590nana3582nana3583nana],,h2,Use gas to produce H2 and generate electricity with fuel cells. The pure CO2 produced can be used in horticulture, industry or stored underground.
3,0,238,Greenpeace Files Lawsuit,4,Events (Sector),2024,True,ExecOnce,0,0,,,,,0,,0,0,,0,,0,,0,0,,0,[],,campaign,Greenpeace NL has filed a lawsuit against the Dutch government! They are claiming that the government is neglecting its citizens' well-being and heatlh by failing to protect their living space from nitrogen.
3,0,239,Greenpeace Wins,4,Events (Sector),2027,True,ExecOnce,0,0,,,,,0,,0,0,,0,,0,,0,0,,0,[],,campaign,Greenpeace NL has won the court case! The Dutch court in The Hague cited Article 21 and 22 of the Dutch Constitution and ordered the government to meet the 2030 target of bringing 50% of Natura 2000 areas below the critical deposition load levels.
3,0,240,Greenpeace Loses,4,Events (Sector),2027,True,ExecOnce,0,0,,,,,0,,0,0,,0,,0,,0,0,,0,[],,emission,Greenpeace NL has lost the court case. The Dutch court in The Hague has ruled that the nitrogen crisis is not significantly impacting the well-being of Dutch citizens and that the government is already working hard enough to solve the crisis.
3,0,241,Transnational Deposition,4,Events (Sector),2030,True,ExecOnce,0,0,,,,,0,,0,0,,0,,0,,0,0,,0,[1433nana],,emission,Nitrogen emissions from Dutch farms are being carried by atmospheric currents to Germany! The Germans want to cooperate to tackle the nitrogen crisis.
3,0,242,Limit Construction Permits,3,Government (Sector),2025,True,ExecOnce,1000,0,,--,,+,0.05000019,----,-2.460089,-1005.688,,0,-,-0.06646824,-,4.547474E-13,0,,0,[4001nana1486nana],,construction,The construction industry emits nitrogen during construction. The usage of new buildings also adds to emissions. It's time to put a limit to construction projects. This might contribute to the housing crisis.
3,0,243,Housing Crisis Intensifies,4,Events (Sector),2028,True,ExecOnce,0,0,,,,,0,,0,0,,0,,0,,0,0,,0,[4002nana558nana],,pv,The limitation of new construction projects has intensified the housing crisis. Citizens cannot find a place to live! The government is required to ease the limitations for the sake of development.
3,4,244,Targeted Buyouts,3,Government (Sector),2024,True,ExecOnce,4000,0,----,--,,--,-0.1999998,--,-0.2527428,-112.5586,,0,++++,1.718493,++++,1.963472,7.984793,,0,[4009nana1284nana4054nana],,targeted,Selective acquisition of the largest polluters in the vicinity of Natura 2000 areas. A targeted approach has been proven to be 15 to 40 percent more effective in reducing deposition levels.
3,0,245,Dilute Manure,1,Agriculture (Sector),2024,True,ExecOnce,1050,0,--,,,,0,,4.547474E-13,0,,0,,0.2146034,,0.1869974,0.760458,--,0,[4040nana4041nana],,manure,You can cut your emissions during manure application by diluting the manure. Ammonia release from diluted manure is 30% less than undiluted manure.
3,3,246,Nationwide Buyouts,3,Government (Sector),2024,True,ExecOnce,6600,0,---,-,,--,-0.1999998,---,-0.5776978,-227.4688,,0,++++,2.639586,++++,1.308989,5.323195,,0,[4035nana4036nana4037nana4038nana4039nana1284nana],,targeted,Buyout a number of dairy, poultry, and pig meat farms around the country. This will slightly decrease nation-wide nitrogen deposition levels.
3,0,248,2025 Target Met,4,Events (Sector),2025,True,ExecOnce,0,0,,,,,0,,0,0,,0,,0,,0,0,,0,[],,save-energy,You succeeded in meeting the 2025 national target of bringing 40% of nitrogen-sensitive Natura 2000 areas back below the critical deposition loads.
3,0,249,2025 Target Not Met,4,Events (Sector),2025,True,ExecOnce,0,0,,,,,0,,0,0,,0,,0,,0,0,,0,[],,lobby,You have failed to meet the 2025 national target of bringing 40% of nitrogen-sensitive Natura 2000 areas back below the critical deposition loads.
3,0,252,Nationwide Buyouts,4,Events (Sector),2027,True,ExecOnce,0,0,----,,,,0,,0,0,,0,,0,,0,0,,0,[4000nana1284nana4035nana4036nana4037nana4038nana4039nana],,targeted,The Dutch Court in The Hague granted Greenpeace NL victory in their lawsuit against the Dutch government and mandated that the government takes immediate action to tackle the nitrogen crisis. The government had to comply by buying out the biggest pollutors in the vicinity of Natura 2000 areas. This will greatly reduce the government's budget for this turn.
3,0,253,Dutch Farmers Protest,4,Events (Sector),2029,True,ExecOnce,0,0,,,,,0,,0,0,,0,,0,,0,0,,0,[1284nana232nana],,join,In response to the buyouts carried out by the Dutch government, Dutch livestock farmers are using tractors to occupy roads and public places and intimidate government officials.
3,0,254,Buyout Pig Farms,3,Government (Sector),2022,True,ExecOnce,2270,0,---,,,--,-0.1999998,-,-0.02606392,-11.04297,,0,+,0.1065359,+,0.09349823,0.380228,,0,[1284nana4033nana4034nana],,pigs,Increase the budget for the existing buyout of pigmeat farmers
3,0,257,Dutch Farmers Protest,4,Events (Sector),2034,True,ExecOnce,0,0,,,,,0,,0,0,,0,,0,,0,0,,0,[1284nana232nana],,join,In response to the buyouts carried out by the Dutch government, Dutch livestock farmers are using tractors to occupy roads and public places and intimidate government officials.
3,0,258,Support Farmers,3,Government (Sector),2022,False,Rotating,1500,0,,,,+,0.05000019,-,4.547474E-13,0,,0,+,0,-,4.547474E-13,0,,0,[4052nana1486nana],,tax,Give some money to the struggling farmers.
